transaction_id,account_id,timestamp,asset,amount,amount_usd,transaction_type,source_wallet,destination_wallet,device_id,ip_country,account_age_days,ground_truth_label,anomaly_type
TX-0000617,ACC-00021,2025-01-15T12:54:00+00:00,USDT,713.19305586,713.19,trade,WALLET-ACC-00021,EXTERNAL-OUT,DEV-00021-A,TW,949,0,normal
TX-0000912,ACC-00031,2025-01-15T12:58:00+00:00,BTC,0.01545842,927.51,trade,WALLET-ACC-00031,EXTERNAL-OUT,DEV-00031-A,TW,332,0,normal
TX-0000277,ACC-00010,2025-01-15T14:05:00+00:00,BTC,0.00506965,304.18,deposit,CP-ACC-00010-05,WALLET-ACC-00010,DEV-00010-A,DE,1007,0,normal
TX-0000940,ACC-00032,2025-01-15T14:21:00+00:00,BTC,0.00898522,539.11,transfer_in,CP-ACC-00032-04,WALLET-ACC-00032,DEV-00032-A,JP,289,0,normal
TX-0000728,ACC-00025,2025-01-15T14:39:00+00:00,BTC,0.00927174,556.3,trade,WALLET-ACC-00025,EXTERNAL-OUT,DEV-00025-A,DE,1337,0,normal
TX-0000591,ACC-00020,2025-01-15T14:40:00+00:00,USDC,860.17395355,860.17,withdrawal,WALLET-ACC-00020,CP-ACC-00020-02,DEV-00020-B,DE,504,0,normal
TX-0001178,ACC-00040,2025-01-15T15:13:00+00:00,USDT,243.46980003,243.47,transfer_in,CP-ACC-00040-05,WALLET-ACC-00040,DEV-00040-A,DE,701,0,normal
TX-0000566,ACC-00019,2025-01-15T16:33:00+00:00,BTC,0.00869425,521.66,transfer_in,CP-ACC-00019-06,WALLET-ACC-00019,DEV-00019-A,US,1280,0,normal
TX-0000910,ACC-00031,2025-01-15T16:59:00+00:00,USDT,1586.86229131,1586.86,deposit,CP-ACC-00031-03,WALLET-ACC-00031,DEV-00031-A,TW,332,0,normal
TX-0000711,ACC-00024,2025-01-15T18:58:00+00:00,USDT,695.08627133,695.09,withdrawal,WALLET-ACC-00024,CP-ACC-00024-01,DEV-00024-A,US,831,0,normal
TX-0000592,ACC-00020,2025-01-15T19:01:00+00:00,BTC,0.00598294,358.98,withdrawal,WALLET-ACC-00020,CP-ACC-00020-05,DEV-00020-A,DE,504,0,normal
TX-0000517,ACC-00018,2025-01-15T19:21:00+00:00,BTC,0.00932081,559.25,transfer_out,WALLET-ACC-00018,CP-ACC-00018-03,DEV-00018-A,SG,1040,0,normal
TX-0000428,ACC-00015,2025-01-15T20:09:00+00:00,USDT,685.81696643,685.82,transfer_out,WALLET-ACC-00015,CP-ACC-00015-01,DEV-00015-A,DE,1220,0,normal
TX-0000712,ACC-00024,2025-01-15T20:32:00+00:00,USDT,281.71449564,281.71,transfer_out,WALLET-ACC-00024,CP-ACC-00024-05,DEV-00024-A,US,831,0,normal
TX-0000911,ACC-00031,2025-01-15T21:14:00+00:00,USDC,857.02151684,857.02,transfer_in,CP-ACC-00031-01,WALLET-ACC-00031,DEV-00031-A,TW,332,0,normal
TX-0001535,ACC-00052,2025-01-15T21:19:00+00:00,USDC,733.15859481,733.16,trade,WALLET-ACC-00052,EXTERNAL-OUT,DEV-00052-A,JP,523,0,normal
TX-0001056,ACC-00036,2025-01-15T21:28:00+00:00,BTC,0.02439198,1463.52,deposit,CP-ACC-00036-05,WALLET-ACC-00036,DEV-00036-A,TW,1534,0,normal
TX-0001235,ACC-00042,2025-01-16T06:24:00+00:00,USDT,356.20843061,356.21,withdrawal,WALLET-ACC-00042,CP-ACC-00042-01,DEV-00042-A,JP,870,0,normal
TX-0000654,ACC-00022,2025-01-16T08:07:00+00:00,ETH,0.33066819,992.0,deposit,CP-ACC-00022-01,WALLET-ACC-00022,DEV-00022-A,JP,468,0,normal
TX-0000246,ACC-00009,2025-01-16T10:07:00+00:00,USDT,628.57954067,628.58,trade,WALLET-ACC-00009,EXTERNAL-OUT,DEV-00009-A,US,1004,0,normal
TX-0000278,ACC-00010,2025-01-16T10:18:00+00:00,ETH,0.75449072,2263.47,trade,WALLET-ACC-00010,EXTERNAL-OUT,DEV-00010-A,DE,1007,0,normal
TX-0001325,ACC-00045,2025-01-16T10:24:00+00:00,BTC,0.00910945,546.57,trade,WALLET-ACC-00045,EXTERNAL-OUT,DEV-00045-B,DE,348,0,normal
TX-0000846,ACC-00029,2025-01-16T11:03:00+00:00,USDC,470.28068939,470.28,trade,WALLET-ACC-00029,EXTERNAL-OUT,DEV-00029-A,US,901,0,normal
TX-0000153,ACC-00006,2025-01-16T11:17:00+00:00,USDT,910.6249208,910.62,deposit,CP-ACC-00006-06,WALLET-ACC-00006,DEV-00006-A,TW,712,0,normal
TX-0000279,ACC-00010,2025-01-16T11:43:00+00:00,USDC,529.75736761,529.76,transfer_in,CP-ACC-00010-04,WALLET-ACC-00010,DEV-00010-A,DE,1007,0,normal
TX-0001000,ACC-00034,2025-01-16T11:46:00+00:00,USDT,328.91927576,328.92,transfer_in,CP-ACC-00034-05,WALLET-ACC-00034,DEV-00034-A,US,1007,0,normal
TX-0001393,ACC-00047,2025-01-16T11:53:00+00:00,USDT,638.39432113,638.39,trade,WALLET-ACC-00047,EXTERNAL-OUT,DEV-00047-A,JP,694,0,normal
TX-0000729,ACC-00025,2025-01-16T12:01:00+00:00,USDT,649.81618712,649.82,transfer_out,WALLET-ACC-00025,CP-ACC-00025-05,DEV-00025-A,DE,1337,0,normal
TX-0000730,ACC-00025,2025-01-16T12:07:00+00:00,USDT,534.51237283,534.51,trade,WALLET-ACC-00025,EXTERNAL-OUT,DEV-00025-A,DE,1337,0,normal
TX-0001420,ACC-00048,2025-01-16T12:10:00+00:00,BTC,0.00676276,405.77,deposit,CP-ACC-00048-03,WALLET-ACC-00048,DEV-00048-A,SG,1172,0,normal
TX-0000007,ACC-00001,2025-01-16T12:18:00+00:00,USDT,397.27625616,397.28,withdrawal,WALLET-ACC-00001,CP-ACC-00001-01,DEV-00001-A,TW,252,0,normal
TX-0001567,ACC-00053,2025-01-16T12:28:00+00:00,USDT,558.13640468,558.14,withdrawal,WALLET-ACC-00053,CP-ACC-00053-05,DEV-00053-B,SG,1239,0,normal
TX-0000685,ACC-00023,2025-01-16T13:01:00+00:00,ETH,0.22529481,675.88,trade,WALLET-ACC-00023,EXTERNAL-OUT,DEV-00023-A,SG,626,0,normal
TX-0000397,ACC-00014,2025-01-16T13:29:00+00:00,USDT,3164.79790751,3164.8,deposit,CP-ACC-00014-02,WALLET-ACC-00014,DEV-00014-A,US,1364,0,normal
TX-0000217,ACC-00008,2025-01-16T13:30:00+00:00,BTC,0.0222808,1336.85,deposit,CP-ACC-00008-05,WALLET-ACC-00008,DEV-00008-A,SG,1064,0,normal
TX-0000684,ACC-00023,2025-01-16T13:48:00+00:00,USDT,488.51555324,488.52,trade,WALLET-ACC-00023,EXTERNAL-OUT,DEV-00023-A,SG,626,0,normal
TX-0000518,ACC-00018,2025-01-16T13:59:00+00:00,BTC,0.00438366,263.02,deposit,CP-ACC-00018-03,WALLET-ACC-00018,DEV-00018-A,SG,1040,0,normal
TX-0001360,ACC-00046,2025-01-16T14:35:00+00:00,USDT,350.36413076,350.36,deposit,CP-ACC-00046-02,WALLET-ACC-00046,DEV-00046-A,TW,738,0,normal
TX-0000568,ACC-00019,2025-01-16T14:39:00+00:00,USDT,922.30001342,922.3,trade,WALLET-ACC-00019,EXTERNAL-OUT,DEV-00019-A,US,1280,0,normal
TX-0000653,ACC-00022,2025-01-16T14:57:00+00:00,BTC,0.02756785,1654.07,trade,WALLET-ACC-00022,EXTERNAL-OUT,DEV-00022-A,JP,468,0,normal
TX-0001117,ACC-00038,2025-01-16T15:00:00+00:00,USDT,1110.31431351,1110.31,trade,WALLET-ACC-00038,EXTERNAL-OUT,DEV-00038-A,SG,1556,0,normal
TX-0001085,ACC-00037,2025-01-16T15:03:00+00:00,BTC,0.04727293,2836.38,transfer_in,CP-ACC-00037-06,WALLET-ACC-00037,DEV-00037-A,JP,817,0,normal
TX-0001596,ACC-00054,2025-01-16T15:03:00+00:00,USDC,587.06494164,587.06,transfer_in,CP-ACC-00054-05,WALLET-ACC-00054,DEV-00054-B,US,234,0,normal
TX-0000652,ACC-00022,2025-01-16T15:10:00+00:00,ETH,0.28750454,862.51,transfer_in,CP-ACC-00022-02,WALLET-ACC-00022,DEV-00022-A,JP,468,0,normal
TX-0001595,ACC-00054,2025-01-16T15:28:00+00:00,ETH,0.33390674,1001.72,withdrawal,WALLET-ACC-00054,CP-ACC-00054-04,DEV-00054-A,US,234,0,normal
TX-0000618,ACC-00021,2025-01-16T15:45:00+00:00,USDT,702.48561557,702.49,withdrawal,WALLET-ACC-00021,CP-ACC-00021-03,DEV-00021-A,TW,949,0,normal
TX-0000619,ACC-00021,2025-01-16T15:45:00+00:00,USDT,766.03933607,766.04,trade,WALLET-ACC-00021,EXTERNAL-OUT,DEV-00021-B,TW,949,0,normal
TX-0000713,ACC-00024,2025-01-16T16:33:00+00:00,BTC,0.00675069,405.04,withdrawal,WALLET-ACC-00024,CP-ACC-00024-02,DEV-00024-A,US,831,0,normal
TX-0000593,ACC-00020,2025-01-16T16:45:00+00:00,BTC,0.00440345,264.21,transfer_in,CP-ACC-00020-05,WALLET-ACC-00020,DEV-00020-A,DE,504,0,normal
TX-0000245,ACC-00009,2025-01-16T18:12:00+00:00,USDC,414.31391086,414.31,deposit,CP-ACC-00009-01,WALLET-ACC-00009,DEV-00009-B,US,1004,0,normal
TX-0000941,ACC-00032,2025-01-16T18:22:00+00:00,BTC,0.00749894,449.94,withdrawal,WALLET-ACC-00032,CP-ACC-00032-03,DEV-00032-A,JP,289,0,normal
TX-0000186,ACC-00007,2025-01-16T18:36:00+00:00,BTC,0.00372193,223.32,transfer_in,CP-ACC-00007-02,WALLET-ACC-00007,DEV-00007-A,JP,1304,0,normal
TX-0001507,ACC-00051,2025-01-16T18:40:00+00:00,BTC,0.01625672,975.4,transfer_in,CP-ACC-00051-05,WALLET-ACC-00051,DEV-00051-A,TW,1185,0,normal
TX-0001750,ACC-00059,2025-01-16T18:58:00+00:00,BTC,0.00564681,338.81,deposit,CP-ACC-00059-06,WALLET-ACC-00059,DEV-00059-A,US,1088,0,normal
TX-0001236,ACC-00042,2025-01-17T06:04:00+00:00,USDC,526.43186949,526.43,trade,WALLET-ACC-00042,EXTERNAL-OUT,DEV-00042-A,JP,870,0,normal
TX-0001536,ACC-00052,2025-01-17T06:47:00+00:00,USDT,641.17738367,641.18,transfer_out,WALLET-ACC-00052,CP-ACC-00052-05,DEV-00052-A,JP,523,0,normal
TX-0000819,ACC-00028,2025-01-17T07:06:00+00:00,USDT,1594.73605719,1594.74,deposit,CP-ACC-00028-02,WALLET-ACC-00028,DEV-00028-A,SG,1285,0,normal
TX-0001626,ACC-00055,2025-01-17T07:12:00+00:00,USDC,477.03523594,477.04,transfer_out,WALLET-ACC-00055,CP-ACC-00055-01,DEV-00055-A,DE,1372,0,normal
TX-0000337,ACC-00012,2025-01-17T10:29:00+00:00,BTC,0.01471491,882.89,transfer_in,CP-ACC-00012-03,WALLET-ACC-00012,DEV-00012-A,JP,546,0,normal
TX-0000596,ACC-00020,2025-01-17T10:57:00+00:00,BTC,0.0056994,341.96,trade,WALLET-ACC-00020,EXTERNAL-OUT,DEV-00020-A,DE,504,0,normal
TX-0000594,ACC-00020,2025-01-17T11:04:00+00:00,USDT,503.0068144,503.01,trade,WALLET-ACC-00020,EXTERNAL-OUT,DEV-00020-A,DE,504,0,normal
TX-0001568,ACC-00053,2025-01-17T11:08:00+00:00,BTC,0.00193949,116.37,deposit,CP-ACC-00053-04,WALLET-ACC-00053,DEV-00053-A,SG,1239,0,normal
TX-0001752,ACC-00059,2025-01-17T11:09:00+00:00,USDT,202.61894323,202.62,trade,WALLET-ACC-00059,EXTERNAL-OUT,DEV-00059-A,US,1088,0,normal
TX-0001751,ACC-00059,2025-01-17T11:24:00+00:00,ETH,0.1092124,327.64,transfer_in,CP-ACC-00059-05,WALLET-ACC-00059,DEV-00059-A,US,1088,0,normal
TX-0001001,ACC-00034,2025-01-17T11:45:00+00:00,USDC,385.14854791,385.15,trade,WALLET-ACC-00034,EXTERNAL-OUT,DEV-00034-A,US,1007,0,normal
TX-0000098,ACC-00004,2025-01-17T12:19:00+00:00,BTC,0.01466236,879.74,transfer_in,CP-ACC-00004-06,WALLET-ACC-00004,DEV-00004-A,US,1214,0,normal
TX-0000569,ACC-00019,2025-01-17T12:38:00+00:00,USDC,346.83359306,346.83,withdrawal,WALLET-ACC-00019,CP-ACC-00019-01,DEV-00019-A,US,1280,0,normal
TX-0001477,ACC-00050,2025-01-17T12:46:00+00:00,USDT,1209.77487875,1209.77,trade,WALLET-ACC-00050,EXTERNAL-OUT,DEV-00050-A,DE,284,0,normal
TX-0001508,ACC-00051,2025-01-17T13:17:00+00:00,USDT,688.91085381,688.91,deposit,CP-ACC-00051-03,WALLET-ACC-00051,DEV-00051-A,TW,1185,0,normal
TX-0000595,ACC-00020,2025-01-17T13:44:00+00:00,USDC,305.78059784,305.78,withdrawal,WALLET-ACC-00020,CP-ACC-00020-03,DEV-00020-A,DE,504,0,normal
TX-0000847,ACC-00029,2025-01-17T13:53:00+00:00,USDC,623.3963323,623.4,trade,WALLET-ACC-00029,EXTERNAL-OUT,DEV-00029-A,US,901,0,normal
TX-0000714,ACC-00024,2025-01-17T13:58:00+00:00,USDT,659.13301912,659.13,withdrawal,WALLET-ACC-00024,CP-ACC-00024-04,DEV-00024-A,US,831,0,normal
TX-0000154,ACC-00006,2025-01-17T14:13:00+00:00,BTC,0.00690118,414.07,trade,WALLET-ACC-00006,EXTERNAL-OUT,DEV-00006-A,TW,712,0,normal
TX-0001210,ACC-00041,2025-01-17T15:25:00+00:00,ETH,0.12843277,385.3,deposit,CP-ACC-00041-03,WALLET-ACC-00041,DEV-00041-A,TW,556,0,normal
TX-0000622,ACC-00021,2025-01-17T15:46:00+00:00,USDT,977.27726984,977.28,deposit,CP-ACC-00021-04,WALLET-ACC-00021,DEV-00021-A,TW,949,0,normal
TX-0000038,ACC-00002,2025-01-17T15:53:00+00:00,USDC,573.63508693,573.64,deposit,CP-ACC-00002-01,WALLET-ACC-00002,DEV-00002-B,JP,980,0,normal
TX-0001686,ACC-00057,2025-01-17T16:10:00+00:00,USDC,331.37524056,331.38,withdrawal,WALLET-ACC-00057,CP-ACC-00057-05,DEV-00057-A,JP,1579,0,normal
TX-0000655,ACC-00022,2025-01-17T16:11:00+00:00,USDC,948.23843906,948.24,transfer_in,CP-ACC-00022-02,WALLET-ACC-00022,DEV-00022-A,JP,468,0,normal
TX-0000818,ACC-00028,2025-01-17T17:25:00+00:00,USDT,2051.10779258,2051.11,transfer_in,CP-ACC-00028-02,WALLET-ACC-00028,DEV-00028-A,SG,1285,0,normal
TX-0000620,ACC-00021,2025-01-17T18:16:00+00:00,ETH,0.20466417,613.99,trade,WALLET-ACC-00021,EXTERNAL-OUT,DEV-00021-A,TW,949,0,normal
TX-0001326,ACC-00045,2025-01-17T18:34:00+00:00,BTC,0.00220652,132.39,trade,WALLET-ACC-00045,EXTERNAL-OUT,DEV-00045-A,DE,348,0,normal
TX-0001537,ACC-00052,2025-01-17T18:46:00+00:00,USDC,506.18775344,506.19,transfer_out,WALLET-ACC-00052,CP-ACC-00052-02,DEV-00052-A,JP,523,0,normal
TX-0001447,ACC-00049,2025-01-17T18:50:00+00:00,ETH,0.08064378,241.93,withdrawal,WALLET-ACC-00049,CP-ACC-00049-02,DEV-00049-A,US,385,0,normal
TX-0001394,ACC-00047,2025-01-17T18:55:00+00:00,USDT,482.83995472,482.84,trade,WALLET-ACC-00047,EXTERNAL-OUT,DEV-00047-A,JP,694,0,normal
TX-0000097,ACC-00004,2025-01-17T19:35:00+00:00,USDT,613.92669548,613.93,withdrawal,WALLET-ACC-00004,CP-ACC-00004-05,DEV-00004-B,US,1214,0,normal
TX-0001002,ACC-00034,2025-01-17T19:52:00+00:00,ETH,0.27324381,819.73,trade,WALLET-ACC-00034,EXTERNAL-OUT,DEV-00034-A,US,1007,0,normal
TX-0001298,ACC-00044,2025-01-17T20:00:00+00:00,USDC,218.64690042,218.65,trade,WALLET-ACC-00044,EXTERNAL-OUT,DEV-00044-A,US,664,0,normal
TX-0000489,ACC-00017,2025-01-17T20:40:00+00:00,USDT,689.76589732,689.77,transfer_in,CP-ACC-00017-06,WALLET-ACC-00017,DEV-00017-B,JP,666,0,normal
TX-0000621,ACC-00021,2025-01-17T21:09:00+00:00,BTC,0.01700947,1020.57,trade,WALLET-ACC-00021,EXTERNAL-OUT,DEV-00021-A,TW,949,0,normal
TX-0000429,ACC-00015,2025-01-17T21:52:00+00:00,ETH,0.16278928,488.37,transfer_in,CP-ACC-00015-01,WALLET-ACC-00015,DEV-00015-A,DE,1220,0,normal
TX-0000490,ACC-00017,2025-01-18T06:51:00+00:00,USDT,579.18473428,579.18,trade,WALLET-ACC-00017,EXTERNAL-OUT,DEV-00017-A,JP,666,0,normal
TX-0000687,ACC-00023,2025-01-18T08:26:00+00:00,USDT,1674.20684215,1674.21,transfer_out,WALLET-ACC-00023,CP-ACC-00023-05,DEV-00023-A,SG,626,0,normal
TX-0000943,ACC-00032,2025-01-18T09:26:00+00:00,BTC,0.00537359,322.42,transfer_out,WALLET-ACC-00032,CP-ACC-00032-02,DEV-00032-A,JP,289,0,normal
TX-0000686,ACC-00023,2025-01-18T09:39:00+00:00,USDT,429.23348906,429.23,withdrawal,WALLET-ACC-00023,CP-ACC-00023-03,DEV-00023-A,SG,626,0,normal
TX-0001448,ACC-00049,2025-01-18T09:53:00+00:00,USDT,581.72286269,581.72,withdrawal,WALLET-ACC-00049,CP-ACC-00049-06,DEV-00049-A,US,385,0,normal
TX-0001775,ACC-00060,2025-01-18T10:06:00+00:00,USDC,942.91616707,942.92,withdrawal,WALLET-ACC-00060,CP-ACC-00060-04,DEV-00060-A,DE,498,0,normal
TX-0000624,ACC-00021,2025-01-18T10:08:00+00:00,USDC,702.27754411,702.28,withdrawal,WALLET-ACC-00021,CP-ACC-00021-01,DEV-00021-A,TW,949,0,normal
TX-0000623,ACC-00021,2025-01-18T10:10:00+00:00,ETH,1.23585524,3707.57,transfer_out,WALLET-ACC-00021,CP-ACC-00021-04,DEV-00021-A,TW,949,0,normal
TX-0000759,ACC-00026,2025-01-18T11:05:00+00:00,ETH,0.10102324,303.07,withdrawal,WALLET-ACC-00026,CP-ACC-00026-01,DEV-00026-A,TW,722,0,normal
TX-0000155,ACC-00006,2025-01-18T11:14:00+00:00,USDC,1186.42205533,1186.42,trade,WALLET-ACC-00006,EXTERNAL-OUT,DEV-00006-A,TW,712,0,normal
TX-0000280,ACC-00010,2025-01-18T11:21:00+00:00,BTC,0.01061654,636.99,deposit,CP-ACC-00010-06,WALLET-ACC-00010,DEV-00010-A,DE,1007,0,normal
TX-0001753,ACC-00059,2025-01-18T11:50:00+00:00,USDC,205.05164636,205.05,transfer_out,WALLET-ACC-00059,CP-ACC-00059-06,DEV-00059-A,US,1088,0,normal
TX-0000338,ACC-00012,2025-01-18T12:08:00+00:00,ETH,0.34128203,1023.85,deposit,CP-ACC-00012-01,WALLET-ACC-00012,DEV-00012-A,JP,546,0,normal
TX-0000430,ACC-00015,2025-01-18T12:26:00+00:00,USDT,1122.8102131,1122.81,trade,WALLET-ACC-00015,EXTERNAL-OUT,DEV-00015-A,DE,1220,0,normal
TX-0001086,ACC-00037,2025-01-18T12:36:00+00:00,ETH,0.17458453,523.75,transfer_in,CP-ACC-00037-01,WALLET-ACC-00037,DEV-00037-A,JP,817,0,normal
TX-0001211,ACC-00041,2025-01-18T12:39:00+00:00,ETH,0.26961455,808.84,trade,WALLET-ACC-00041,EXTERNAL-OUT,DEV-00041-A,TW,556,0,normal
TX-0000718,ACC-00024,2025-01-18T12:49:00+00:00,ETH,0.1037511,311.25,withdrawal,WALLET-ACC-00024,CP-ACC-00024-03,DEV-00024-A,US,831,0,normal
TX-0000942,ACC-00032,2025-01-18T12:54:00+00:00,BTC,0.01330987,798.59,trade,WALLET-ACC-00032,EXTERNAL-OUT,DEV-00032-A,JP,289,0,normal
TX-0001687,ACC-00057,2025-01-18T13:55:00+00:00,BTC,0.00585422,351.25,transfer_in,CP-ACC-00057-04,WALLET-ACC-00057,DEV-00057-A,JP,1579,0,normal
TX-0000519,ACC-00018,2025-01-18T14:05:00+00:00,BTC,0.00957318,574.39,trade,WALLET-ACC-00018,EXTERNAL-OUT,DEV-00018-A,SG,1040,0,normal
TX-0000716,ACC-00024,2025-01-18T14:06:00+00:00,USDT,454.12123101,454.12,deposit,CP-ACC-00024-03,WALLET-ACC-00024,DEV-00024-A,US,831,0,normal
TX-0000626,ACC-00021,2025-01-18T14:18:00+00:00,USDC,692.75293698,692.75,trade,WALLET-ACC-00021,EXTERNAL-OUT,DEV-00021-B,TW,949,0,normal
TX-0000656,ACC-00022,2025-01-18T14:40:00+00:00,USDC,719.14190206,719.14,trade,WALLET-ACC-00022,EXTERNAL-OUT,DEV-00022-B,JP,468,0,normal
TX-0000658,ACC-00022,2025-01-18T15:06:00+00:00,USDC,1216.58793333,1216.59,withdrawal,WALLET-ACC-00022,CP-ACC-00022-03,DEV-00022-A,JP,468,0,normal
TX-0000717,ACC-00024,2025-01-18T15:51:00+00:00,USDT,248.21269989,248.21,trade,WALLET-ACC-00024,EXTERNAL-OUT,DEV-00024-A,US,831,0,normal
TX-0001268,ACC-00043,2025-01-18T17:26:00+00:00,USDC,451.55849346,451.56,withdrawal,WALLET-ACC-00043,CP-ACC-00043-02,DEV-00043-A,SG,1396,0,normal
TX-0000657,ACC-00022,2025-01-18T17:27:00+00:00,USDT,597.90324287,597.9,trade,WALLET-ACC-00022,EXTERNAL-OUT,DEV-00022-B,JP,468,0,normal
TX-0000715,ACC-00024,2025-01-18T18:13:00+00:00,ETH,0.10888734,326.66,trade,WALLET-ACC-00024,EXTERNAL-OUT,DEV-00024-A,US,831,0,normal
TX-0000625,ACC-00021,2025-01-18T21:22:00+00:00,ETH,0.16336719,490.1,trade,WALLET-ACC-00021,EXTERNAL-OUT,DEV-00021-A,TW,949,0,normal
TX-0001538,ACC-00052,2025-01-19T06:08:00+00:00,USDT,782.90349971,782.9,trade,WALLET-ACC-00052,EXTERNAL-OUT,DEV-00052-A,JP,523,0,normal
TX-0000968,ACC-00033,2025-01-19T06:15:00+00:00,ETH,0.17646289,529.39,transfer_out,WALLET-ACC-00033,CP-ACC-00033-05,DEV-00033-B,SG,273,0,normal
TX-0001421,ACC-00048,2025-01-19T06:18:00+00:00,BTC,0.0069542,417.25,trade,WALLET-ACC-00048,EXTERNAL-OUT,DEV-00048-A,SG,1172,0,normal
TX-0000398,ACC-00014,2025-01-19T09:45:00+00:00,ETH,0.21685815,650.57,transfer_out,WALLET-ACC-00014,CP-ACC-00014-02,DEV-00014-B,US,1364,0,normal
TX-0000306,ACC-00011,2025-01-19T10:03:00+00:00,USDT,1330.17947598,1330.18,deposit,CP-ACC-00011-01,WALLET-ACC-00011,DEV-00011-A,TW,1007,0,normal
TX-0000688,ACC-00023,2025-01-19T11:13:00+00:00,BTC,0.01290968,774.58,transfer_in,CP-ACC-00023-05,WALLET-ACC-00023,DEV-00023-A,SG,626,0,normal
TX-0000719,ACC-00024,2025-01-19T12:00:00+00:00,USDC,364.02502107,364.03,trade,WALLET-ACC-00024,EXTERNAL-OUT,DEV-00024-A,US,831,0,normal
TX-0001509,ACC-00051,2025-01-19T12:16:00+00:00,USDC,666.76782922,666.77,trade,WALLET-ACC-00051,EXTERNAL-OUT,DEV-00051-A,TW,1185,0,normal
TX-0001597,ACC-00054,2025-01-19T12:48:00+00:00,BTC,0.01294287,776.57,transfer_in,CP-ACC-00054-01,WALLET-ACC-00054,DEV-00054-A,US,234,0,normal
TX-0000156,ACC-00006,2025-01-19T13:06:00+00:00,ETH,0.34237438,1027.12,trade,WALLET-ACC-00006,EXTERNAL-OUT,DEV-00006-A,TW,712,0,normal
TX-0000627,ACC-00021,2025-01-19T13:27:00+00:00,BTC,0.01146922,688.15,transfer_out,WALLET-ACC-00021,CP-ACC-00021-04,DEV-00021-A,TW,949,0,normal
TX-0000247,ACC-00009,2025-01-19T13:38:00+00:00,ETH,0.13519946,405.6,transfer_in,CP-ACC-00009-01,WALLET-ACC-00009,DEV-00009-A,US,1004,0,normal
TX-0001087,ACC-00037,2025-01-19T13:49:00+00:00,BTC,0.01523486,914.09,transfer_in,CP-ACC-00037-04,WALLET-ACC-00037,DEV-00037-A,JP,817,0,normal
TX-0001148,ACC-00039,2025-01-19T14:13:00+00:00,USDC,283.03972604,283.04,trade,WALLET-ACC-00039,EXTERNAL-OUT,DEV-00039-A,US,332,0,normal
TX-0001627,ACC-00055,2025-01-19T14:26:00+00:00,USDT,170.33000876,170.33,transfer_in,CP-ACC-00055-01,WALLET-ACC-00055,DEV-00055-A,DE,1372,0,normal
TX-0000597,ACC-00020,2025-01-19T14:42:00+00:00,USDC,409.72831903,409.73,transfer_in,CP-ACC-00020-01,WALLET-ACC-00020,DEV-00020-A,DE,504,0,normal
TX-0001510,ACC-00051,2025-01-19T15:36:00+00:00,BTC,0.01504098,902.46,transfer_out,WALLET-ACC-00051,CP-ACC-00051-06,DEV-00051-A,TW,1185,0,normal
TX-0000598,ACC-00020,2025-01-19T15:38:00+00:00,USDT,699.62895216,699.63,transfer_in,CP-ACC-00020-05,WALLET-ACC-00020,DEV-00020-A,DE,504,0,normal
TX-0000187,ACC-00007,2025-01-19T15:50:00+00:00,BTC,0.01852462,1111.48,trade,WALLET-ACC-00007,EXTERNAL-OUT,DEV-00007-A,JP,1304,0,normal
TX-0000877,ACC-00030,2025-01-19T16:05:00+00:00,BTC,0.00514355,308.61,trade,WALLET-ACC-00030,EXTERNAL-OUT,DEV-00030-B,DE,801,0,normal
TX-0001212,ACC-00041,2025-01-19T16:09:00+00:00,BTC,0.00814716,488.83,deposit,CP-ACC-00041-05,WALLET-ACC-00041,DEV-00041-A,TW,556,0,normal
TX-0000720,ACC-00024,2025-01-19T16:40:00+00:00,USDT,149.09114689,149.09,trade,WALLET-ACC-00024,EXTERNAL-OUT,DEV-00024-A,US,831,0,normal
TX-0001327,ACC-00045,2025-01-19T18:41:00+00:00,USDT,321.93499597,321.93,withdrawal,WALLET-ACC-00045,CP-ACC-00045-06,DEV-00045-A,DE,348,0,normal
TX-0000944,ACC-00032,2025-01-19T18:52:00+00:00,USDC,368.55162182,368.55,transfer_out,WALLET-ACC-00032,CP-ACC-00032-02,DEV-00032-A,JP,289,0,normal
TX-0001147,ACC-00039,2025-01-19T19:12:00+00:00,USDT,144.8961418,144.9,transfer_in,CP-ACC-00039-02,WALLET-ACC-00039,DEV-00039-A,US,332,0,normal
TX-0001628,ACC-00055,2025-01-19T19:26:00+00:00,ETH,0.07721828,231.65,trade,WALLET-ACC-00055,EXTERNAL-OUT,DEV-00055-A,DE,1372,0,normal
TX-0000071,ACC-00003,2025-01-19T19:51:00+00:00,BTC,0.02172014,1303.21,transfer_out,WALLET-ACC-00003,CP-ACC-00003-04,DEV-00003-A,SG,1110,0,normal
TX-0000339,ACC-00012,2025-01-19T20:09:00+00:00,USDT,217.41454286,217.41,deposit,CP-ACC-00012-06,WALLET-ACC-00012,DEV-00012-A,JP,546,0,normal
TX-0001149,ACC-00039,2025-01-19T20:23:00+00:00,USDT,169.15456255,169.15,transfer_out,WALLET-ACC-00039,CP-ACC-00039-06,DEV-00039-B,US,332,0,normal
TX-0001539,ACC-00052,2025-01-19T21:56:00+00:00,USDC,895.77499441,895.77,trade,WALLET-ACC-00052,EXTERNAL-OUT,DEV-00052-A,JP,523,0,normal
